--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player▲,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player▲-additional
1,CJ Abrams*,23,WSN,NL,3.4,138,602,541,79,133,29,6,20,65,31,12,40,128,.246,.314,.433,.747,111,.324,108,234,4,16,1,4,3,*6/H,AS,abramcj01
2,José Abreu,37,HOU,AL,-1.7,35,120,113,10,14,2,0,2,7,0,0,4,28,.124,.167,.195,.361,4,.163,-5,22,4,2,0,1,0,3/H,,abreujo02
3,Wilyer Abreu*,25,BOS,AL,3.4,132,447,399,59,101,33,2,15,58,8,3,40,125,.253,.322,.459,.781,114,.339,112,183,7,3,0,5,0,*9H/78D,ROY-6GG,abreuwi02
4,Luisangel Acuña,22,NYM,NL,0.5,14,40,39,6,12,2,1,3,6,0,1,1,6,.308,.325,.641,.966,166,.387,165,25,1,0,0,0,0,6/DH4,,acunajo01
5,Ronald Acuña Jr.,26,ATL,NL,0.0,49,222,192,38,48,8,1,4,15,16,3,27,53,.250,.351,.365,.716,100,.343,110,70,4,3,0,0,0,9,,acunaro01
6,Willy Adames,28,MIL,NL,3.1,161,688,610,93,153,33,0,32,112,21,4,74,173,.251,.331,.462,.794,119,.348,117,282,12,1,0,3,3,*6,MVP-10,adamewi01
7,Jordyn Adams,24,LAA,AL,-0.2,11,38,35,4,8,0,0,1,4,2,0,3,12,.229,.289,.314,.604,71,.280,67,11,1,0,0,0,0,/987H,,adamsjo03
8,Riley Adams,28,WSN,NL,0.2,41,130,116,10,26,5,1,2,8,1,0,10,35,.224,.292,.336,.629,80,.292,84,39,4,2,0,2,1,2/DH,,adamsri03
9,Jo Adell,25,LAA,AL,0.9,130,451,405,54,84,15,2,20,62,15,10,35,126,.207,.280,.402,.682,90,.297,90,163,9,7,0,3,1,*9H/D8,,adelljo01
10,Ehire Adrianza#,34,LAA,AL,0.1,8,28,26,4,5,1,0,1,2,0,0,2,11,.192,.250,.346,.596,67,.255,58,9,1,0,0,0,0,/54H,,adriaeh01
11,Nick Ahmed,34,3TM,NL,-0.3,71,228,210,20,48,6,1,2,17,2,1,11,51,.229,.267,.295,.562,61,.254,61,62,6,1,3,3,0,6/H4,,ahmedni01
12,Ozzie Albies#,27,ATL,NL,1.6,99,435,399,52,100,29,1,10,53,8,1,27,65,.251,.303,.404,.707,94,.313,93,161,6,5,0,4,0,4,,albieoz01
13,Kevin Alcántara,21,CHC,NL,-0.2,3,10,10,1,1,0,0,0,0,0,0,0,1,.100,.100,.100,.200,-43,.080,-69,1,0,0,0,0,0,/9,,alcanke01
14,Blaze Alexander,25,ARI,NL,0.0,61,185,166,19,41,7,0,3,21,3,1,15,49,.247,.321,.343,.664,86,.301,87,57,1,3,1,0,0,64D/H5,,alexabl01
15,CJ Alexander*,27,KCR,AL,-0.2,4,8,8,0,1,0,0,0,0,0,0,0,3,.125,.125,.125,.250,-29,.112,-48,1,0,0,0,0,0,/5DH,,alexacj01
16,Nick Allen,25,OAK,AL,0.2,41,105,97,6,17,4,0,1,4,0,0,5,20,.175,.216,.247,.463,35,.215,33,24,0,0,3,0,0,6/5H4,,allenni02
17,Pete Alonso,29,NYM,NL,2.6,162,695,608,91,146,31,0,34,88,3,0,70,172,.240,.329,.459,.788,122,.341,122,279,14,13,0,4,4,*3/DH,AS,alonspe01
18,Jose Altuve,34,HOU,AL,3.4,153,682,628,94,185,31,0,20,65,22,7,47,119,.295,.350,.439,.790,127,.348,126,276,15,7,0,0,2,*4/DH,ASMVP-15SS,altuvjo01
19,Armando Alvarez,29,OAK,AL,-0.4,16,39,37,7,9,1,0,0,2,1,0,2,8,.243,.282,.270,.552,63,.252,57,10,1,0,0,0,0,/53H74,,alvarar01
20,Eddy Alvarez*,34,NYM,NL,0.1,12,11,9,2,0,0,0,0,0,0,0,1,2,.000,.182,.000,.182,-41,.128,-31,0,0,1,0,0,0,4/H16,,alvared01
21,Francisco Alvarez,22,NYM,NL,0.8,100,342,308,39,73,14,2,11,47,1,1,30,86,.237,.307,.403,.710,100,.319,107,124,7,2,0,2,0,2/HD,,alvarfr01
22,Nacho Alvarez Jr.,21,ATL,NL,-0.5,8,32,30,1,3,0,0,0,0,0,0,0,10,.100,.156,.100,.256,-26,.129,-37,3,1,2,0,0,0,/45,,alvarna01
23,Yordan Alvarez*,27,HOU,AL,5.4,147,635,552,88,170,34,2,35,86,6,0,69,95,.308,.392,.567,.959,173,.406,169,313,14,10,0,4,16,D7,ASMVP-9,alvaryo01
24,Adael Amador#,21,COL,NL,-0.4,10,36,35,1,6,1,0,0,0,1,0,1,6,.171,.194,.200,.394,7,.210,10,7,1,0,0,0,0,4,,amadoad01
25,Jacob Amaya,25,2TM,AL,-0.1,24,72,68,4,12,1,0,0,3,1,0,4,28,.176,.222,.191,.413,21,.191,13,13,3,0,0,0,0,6/4,,amayaja01
26,Miguel Amaya,25,CHC,NL,1.9,117,363,328,32,76,13,2,8,47,0,0,23,62,.232,.288,.357,.644,81,.292,84,117,5,4,5,3,0,*2/H,,amayami01
27,Brian Anderson,31,ATL,NL,-0.2,3,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-132,0,1,0,0,0,0,/95,,anderbr06
28,Chase Anderson,36,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,anderch01
29,Tim Anderson,31,MIA,NL,-1.5,65,241,234,16,50,3,0,0,9,4,4,7,68,.214,.237,.226,.463,27,.204,15,53,6,0,0,0,0,6/H,,anderti01
30,Miguel Andujar,29,OAK,AL,0.4,75,319,302,31,86,14,1,4,30,3,2,13,42,.285,.320,.377,.697,103,.308,103,114,10,3,0,1,0,7/D3H,,andujmi01
31,Jonathan Aranda*,26,TBR,AL,0.7,44,143,128,22,30,7,0,6,14,0,0,12,32,.234,.308,.430,.737,109,.325,111,55,2,2,0,1,0,3DH/45,,arandjo01
32,Orlando Arcia,29,ATL,NL,0.5,157,602,551,50,120,24,0,17,46,2,0,41,128,.218,.271,.354,.625,72,.278,70,195,16,2,1,7,1,*6,,arciaor01
33,Nolan Arenado,33,STL,NL,2.5,152,635,578,70,157,23,0,16,71,2,2,44,92,.272,.325,.394,.719,102,.315,99,228,15,5,0,7,2,*5/DH,,arenano01
34,Gabriel Arias,24,CLE,AL,-0.4,53,161,153,15,34,9,1,3,15,5,2,6,53,.222,.255,.353,.608,70,.273,71,54,4,1,0,1,0,56/4H38D79,,ariasga01
35,Randy Arozarena,29,2TM,AL,1.7,154,648,549,77,120,33,0,20,60,20,10,73,169,.219,.332,.388,.720,109,.323,113,213,7,22,0,4,0,*7/8DH,,arozara01
36,Luis Arráez*,27,2TM,NL,1.0,150,672,637,83,200,32,3,4,46,9,3,24,29,.314,.346,.392,.739,106,.327,104,250,18,8,2,1,3,3D4/H,ASMVP-18,arraelu01
37,Pedro Avila,27,CLE,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,avilape01
38,José Azócar,28,SDP,NL,-0.4,61,79,73,13,16,2,0,0,2,5,1,5,19,.219,.269,.247,.516,46,.265,56,18,1,0,1,0,0,7H8/9D,,azocajo01
39,Akil Baddoo*,25,DET,AL,-0.5,31,82,73,7,10,2,2,2,5,1,0,8,27,.137,.220,.301,.521,47,.230,39,22,0,0,0,1,0,7/89H,,baddoak01
40,Harrison Bader,30,NYM,NL,0.9,143,437,402,57,95,19,0,12,51,17,8,21,95,.236,.284,.373,.657,86,.287,84,150,6,8,0,6,1,*8H/D,,baderha01
41,Ji Hwan Bae*,24,PIT,NL,-0.4,29,81,74,11,14,2,0,0,6,6,2,6,24,.189,.247,.216,.463,31,.228,31,16,0,0,0,1,0,89/HD4,,baeji01
42,Javier Báez,31,DET,AL,-1.1,80,289,272,25,50,12,0,6,37,8,1,12,69,.184,.221,.294,.516,46,.236,41,80,10,2,0,3,1,6/H,,baezja01
43,Patrick Bailey#,25,SFG,NL,1.8,121,448,401,46,94,16,1,8,46,4,0,39,100,.234,.298,.339,.637,83,.286,84,136,10,0,1,7,0,*2H/D,GG,bailepa01
44,Darren Baker*,25,WSN,NL,0.0,9,14,14,1,7,2,0,0,0,0,0,0,3,.500,.500,.643,1.143,225,.483,224,9,0,0,0,0,0,/H4D7,,bakerda02
45,Luken Baker,27,STL,NL,-0.2,21,49,40,3,7,1,1,2,10,1,0,7,11,.175,.286,.400,.686,90,.298,83,16,1,0,0,2,0,DH/3,,bakerlu01
46,Brooks Baldwin#,23,CHW,AL,0.0,33,121,114,9,24,6,0,2,8,4,0,6,31,.211,.250,.316,.566,62,.263,60,36,1,0,1,0,0,4/6,,baldwbr01
47,David Bañuelos,27,BAL,AL,,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-127,0,0,0,0,0,0,/H,,banueda01
48,Addison Barger*,24,TOR,AL,0.4,69,225,208,20,41,11,0,7,28,2,0,14,60,.197,.250,.351,.601,71,.272,70,73,1,1,0,1,0,59H7/D,,bargead01
49,Austin Barnes,34,LAD,NL,0.7,54,156,140,12,37,3,0,1,11,3,0,14,36,.264,.331,.307,.638,84,.294,85,43,3,0,2,0,0,2/HD4,,barneau01
50,Tucker Barnhart*,33,ARI,NL,0.3,31,96,81,13,14,3,0,0,6,1,0,13,31,.173,.287,.210,.497,42,.252,49,17,0,0,2,0,0,2/1H,,barnhtu01
51,Jorge Barrosa#,23,ARI,NL,0.0,8,18,17,3,3,2,0,0,1,1,0,0,2,.176,.176,.294,.471,28,.213,9,5,0,0,1,0,0,/8H7,,barrojo01
52,Joey Bart,27,PIT,NL,2.2,80,282,253,38,67,11,0,13,45,0,0,22,73,.265,.337,.462,.799,120,.349,121,117,8,6,0,1,0,2D/H,,bartjo01
53,Matthew Batten,29,SDP,NL,0.1,1,3,3,0,1,0,1,0,0,0,0,0,0,.333,.333,1.000,1.333,253,.523,250,3,0,0,0,0,0,/3,,battema01
54,Brett Baty*,24,NYM,NL,0.3,50,171,153,15,35,3,0,4,16,0,0,16,42,.229,.306,.327,.633,81,.287,83,50,3,1,1,0,1,5/H,,batybr01
55,Jake Bauers*,28,MIL,NL,-0.4,116,346,302,45,60,9,2,12,43,13,1,39,118,.199,.301,.361,.662,84,.300,80,109,0,5,0,0,1,3HD9/71,,bauerja01
56,Mike Baumann,28,2TM,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,baumami01
57,Jordan Beck,23,COL,NL,-0.8,55,184,170,14,32,6,0,3,13,7,1,12,65,.188,.245,.276,.521,41,.246,36,47,3,1,0,1,1,79/8H,,beckjo01
58,Jalen Beeks*,30,COL,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,beeksja02
59,Josh Bell#,31,2TM,NL,-0.6,145,603,538,62,134,23,2,19,71,0,1,51,120,.249,.319,.405,.725,97,.320,98,218,22,6,0,3,1,3D/H,,belljo02
60,Cody Bellinger*,28,CHC,NL,2.2,130,569,516,72,137,23,3,18,78,9,2,45,89,.266,.325,.426,.751,110,.326,108,220,10,3,0,5,7,98D3/7,,bellico01
61,Andrew Benintendi*,29,CHW,AL,-0.8,135,522,477,50,109,20,0,20,64,3,2,41,96,.229,.289,.396,.685,95,.299,92,189,12,1,0,3,1,*7H/D8,,beninan01
62,Will Benson*,26,CIN,NL,-1.4,128,388,343,41,64,19,2,14,43,16,7,40,154,.187,.274,.376,.650,76,.285,70,129,3,2,1,2,0,*798H/D,,bensowi01
63,Brennan Bernardino*,32,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bernabr01
64,Steward Berroa#,25,TOR,AL,0.3,28,45,37,7,7,1,0,0,1,6,2,8,14,.189,.333,.216,.550,63,.298,83,8,0,0,0,0,0,9H/78D,,berrost01
65,Jon Berti,34,NYY,AL,0.6,25,74,66,10,18,0,0,1,6,5,1,6,14,.273,.342,.318,.661,90,.334,108,21,2,1,1,0,0,5/H47D,,bertijo01
66,Christian Bethancourt,32,2TM,NL,0.3,62,147,139,18,29,7,0,5,22,3,0,5,36,.209,.241,.367,.608,65,.278,64,51,2,1,2,0,0,2/DH,,bethach01
67,Mookie Betts,31,LAD,NL,4.8,116,516,450,75,130,24,5,19,75,16,2,61,57,.289,.372,.491,.863,144,.377,145,221,10,1,0,4,2,694/H,ASMVP-13SS,bettsmo01
68,Bo Bichette,26,TOR,AL,-0.3,81,336,311,29,70,16,1,4,31,5,1,20,64,.225,.277,.322,.598,72,.269,68,100,12,3,0,2,1,6,,bichebo01
69,Cavan Biggio*,29,3TM,2LG,0.1,78,224,188,27,37,5,0,5,19,2,0,24,72,.197,.314,.303,.617,78,.286,80,57,1,8,2,0,0,453H9/D,,biggica01
70,Tyler Black*,23,MIL,NL,-0.1,18,57,49,4,10,2,0,0,2,3,0,7,17,.204,.316,.245,.561,60,.280,62,12,0,1,0,0,0,D/3H,,blackty01
71,Charlie Blackmon*,37,COL,NL,0.6,124,499,449,59,115,24,5,12,52,6,2,43,86,.256,.329,.412,.741,99,.329,100,185,4,6,0,1,2,D9H/8,,blackch02
72,Dairon Blanco,31,KCR,AL,0.1,88,132,120,37,31,4,0,4,13,31,7,8,32,.258,.308,.392,.699,96,.327,85,47,2,1,1,1,0,H798D,,blancda02
73,Travis Blankenhorn*,27,WSN,NL,-0.5,13,32,31,2,4,1,0,0,5,0,0,1,9,.129,.156,.161,.318,-9,.144,-21,5,0,0,0,0,0,D/9H,,blanktr01
74,JJ Bleday*,26,OAK,AL,2.1,159,642,572,74,139,43,4,20,60,2,3,67,125,.243,.324,.437,.762,120,.333,121,250,8,2,1,0,2,*8H/D,,bledajj01
75,Ryan Bliss,24,SEA,AL,0.4,33,71,63,10,14,3,1,2,9,5,3,5,22,.222,.290,.397,.687,102,.292,98,25,1,1,2,0,0,4H/D,,blissry01
76,Xander Bogaerts,31,SDP,NL,1.2,111,463,428,50,113,15,1,11,44,13,3,28,79,.264,.307,.381,.688,92,.307,90,163,13,1,0,6,0,46/DH,,bogaexa01
77,Alec Bohm,27,PHI,NL,3.0,143,606,554,62,155,44,2,15,97,5,2,40,86,.280,.332,.448,.779,117,.340,117,248,18,6,0,6,2,*53/DH,AS,bohmal01
78,David Bote,31,CHC,NL,0.2,37,48,46,4,14,4,0,0,6,0,0,2,13,.304,.333,.391,.725,104,.317,103,18,1,0,0,0,0,5H/431,,boteda01
79,Sean Bouchard,28,COL,NL,-0.6,31,108,91,14,17,7,0,1,8,4,0,12,33,.187,.290,.297,.586,59,.299,73,27,0,2,1,2,0,97/DH,,bouchse01
80,Rob Brantly*,34,TBR,AL,0.0,3,9,9,0,1,0,0,0,0,0,0,0,2,.111,.111,.111,.222,-36,.099,-51,1,0,0,0,0,0,/2,,brantro01
81,John Brebbia*,34,CHW,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,brebbjo01
82,Alex Bregman,30,HOU,AL,4.1,145,634,581,79,151,30,2,26,75,3,1,44,86,.260,.315,.453,.768,119,.334,117,263,13,5,0,4,1,*5/D,GG,bregmal01
83,Will Brennan*,26,CLE,AL,-0.2,114,353,330,37,87,13,2,8,30,4,2,19,48,.264,.309,.388,.697,97,.307,96,128,9,3,0,1,2,97HD/8,,brennwi02
84,Jonah Bride,28,MIA,NL,0.8,71,272,232,30,64,10,0,11,39,0,1,30,55,.276,.357,.461,.818,120,.355,122,107,9,3,0,7,1,3D5/4H,,bridejo01
85,Jhony Brito,26,SDP,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,britojh01
86,Trenton Brooks*,28,SFG,NL,-0.2,12,29,25,3,3,0,0,0,1,1,0,4,6,.120,.241,.120,.361,9,.193,12,3,1,0,0,0,0,/3HD,,brooktr01
87,Seth Brown*,31,OAK,AL,-0.6,124,400,372,32,86,11,1,14,44,4,2,25,112,.231,.283,.379,.662,91,.291,90,141,7,2,0,1,0,739H/D8,,brownse01
88,Vidal Bruján#,26,MIA,NL,0.5,102,278,248,32,55,14,2,2,16,5,6,25,54,.222,.303,.319,.622,69,.271,64,79,5,4,1,0,3,46H58/9713,,brujavi01
89,Kris Bryant,32,COL,NL,-0.7,37,155,133,9,29,5,0,2,15,0,0,13,48,.218,.323,.301,.623,70,.292,74,40,6,8,0,1,0,D93,,bryankr01
90,Kris Bubic*,26,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bubickr01
91,Jake Burger,28,MIA,NL,0.5,137,579,535,68,134,23,1,29,76,1,1,31,150,.250,.301,.460,.760,102,.327,100,246,11,9,0,4,2,35D/H,,burgeja01
92,Alec Burleson*,25,STL,NL,1.2,152,595,547,71,147,20,0,21,78,9,4,35,76,.269,.314,.420,.735,105,.325,105,230,8,4,1,6,0,D97H3,,burleal01
93,Michael Busch*,26,CHC,NL,2.8,152,567,496,73,123,28,2,21,65,2,1,63,162,.248,.335,.440,.775,117,.338,118,218,9,4,0,4,1,*3H/4D5,,buschmi02
94,Lawrence Butler*,23,OAK,AL,3.0,125,451,412,63,108,24,2,22,57,18,0,35,108,.262,.317,.490,.807,131,.357,130,202,8,0,0,4,0,*9H/8,,butlela01
95,Byron Buxton,30,MIN,AL,3.6,102,388,355,62,99,27,3,18,56,7,2,20,99,.279,.335,.524,.859,137,.369,136,186,3,11,0,2,1,8/HD,,buxtoby01
96,José Caballero,27,TBR,AL,1.6,139,483,441,53,100,24,1,9,44,44,16,27,133,.227,.283,.347,.630,80,.292,83,153,6,9,3,3,1,654H/D,,cabaljo01
97,Trey Cabbage*,27,HOU,AL,-0.1,45,91,86,12,18,8,0,1,8,1,1,4,34,.209,.253,.337,.590,69,.255,63,29,1,1,0,0,0,9H7/D,,cabbatr01
98,Génesis Cabrera*,27,TOR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,cabrege01
99,Oswaldo Cabrera#,25,NYY,AL,1.3,108,326,299,47,74,11,0,8,36,4,2,21,63,.247,.296,.365,.661,87,.300,90,109,6,1,2,3,0,5H34/6791,,cabreos01
100,Willie Calhoun*,29,LAA,AL,-0.2,68,254,229,26,56,16,0,5,20,0,1,23,31,.245,.315,.380,.695,96,.301,92,87,5,1,0,1,1,D/H37,,calhowi01
101,Alex Call,29,WSN,NL,1.5,30,113,99,15,34,9,0,3,14,5,1,12,19,.343,.425,.525,.950,171,.429,181,52,2,2,0,0,0,9/87H,,callal02
102,Jair Camargo,24,MIN,AL,-0.1,5,7,6,1,0,0,0,0,0,0,0,1,3,.000,.143,.000,.143,-54,.098,-57,0,0,0,0,0,0,/2DH,,camarja01
103,Daz Cameron,27,OAK,AL,-0.5,66,186,170,22,34,5,1,5,15,5,0,13,51,.200,.258,.329,.587,70,.268,69,56,3,1,0,2,0,79H8/D,,camerda01
104,Junior Caminero,20,TBR,AL,0.7,43,177,165,15,41,9,1,6,18,2,0,11,38,.248,.299,.424,.724,104,.315,102,70,2,1,0,0,2,5/D3H,,caminju01
105,Isaiah Campbell,26,BOS,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,campbis01
106,Gustavo Campero#,26,LAA,AL,-0.1,13,48,46,6,11,0,1,1,6,3,0,0,8,.239,.271,.348,.619,74,.305,83,16,0,2,0,0,0,9/7H,,campegu01
107,Luis Campusano,25,SDP,NL,-0.7,91,299,277,37,63,13,0,8,40,0,0,20,41,.227,.281,.361,.642,78,.287,78,100,11,1,0,1,0,2H/3,,campulu01
108,Alexander Canario,24,CHC,NL,0.3,15,28,25,4,7,1,0,1,2,1,0,2,11,.280,.357,.440,.797,124,.350,120,11,0,1,0,0,0,7/9HD,,canaral01
109,Jeimer Candelario#,30,CIN,NL,-0.7,112,463,427,47,96,23,2,20,56,4,3,27,114,.225,.279,.429,.707,90,.306,87,183,7,6,0,3,1,53D/H,,candeje01
110,Mark Canha,35,2TM,2LG,0.6,125,462,393,46,95,20,0,7,42,7,0,51,96,.242,.344,.346,.690,99,.321,104,136,10,13,0,5,2,3D7H9/5,,canhama01
111,Dominic Canzone*,26,SEA,AL,0.2,67,188,168,20,33,7,0,8,17,1,0,18,53,.196,.271,.381,.652,92,.290,92,64,5,0,0,2,2,97H/D,,canzodo01
112,Conner Capel*,27,CIN,NL,-0.1,5,8,8,1,2,0,0,0,0,1,0,0,2,.250,.250,.250,.500,38,.254,27,2,0,0,0,0,0,/DH7,,capelco01
113,Vinny Capra,27,MIL,NL,-0.1,3,9,9,1,1,1,0,0,0,0,0,0,3,.111,.111,.222,.333,-10,.138,-31,2,1,0,0,0,0,/56,,capravi01
114,Victor Caratini#,30,HOU,AL,1.3,87,274,245,30,66,8,1,8,30,0,1,23,53,.269,.336,.408,.744,114,.325,113,100,6,3,0,3,1,2H3/D,,caratvi01
115,Dylan Carlson#,25,2TM,2LG,-1.2,96,265,235,19,49,7,0,3,25,2,1,22,75,.209,.287,.277,.563,61,.256,58,65,2,5,0,3,0,798H/D,,carlsdy01
116,Kerry Carpenter*,26,DET,AL,2.2,87,296,264,37,75,16,5,18,57,0,2,22,75,.284,.345,.587,.932,159,.386,156,155,5,4,0,3,1,9DH/7,,carpeke01
117,Matt Carpenter*,38,STL,NL,-0.1,59,157,137,15,32,7,0,4,15,0,2,15,51,.234,.314,.372,.686,93,.301,93,51,0,2,0,2,0,DH/345,,carpema01
118,Corbin Carroll*,23,ARI,NL,3.4,158,684,589,121,136,22,14,22,74,35,8,73,130,.231,.322,.428,.749,107,.333,106,252,3,10,3,9,0,*89/H,,carroco02
119,Evan Carter*,21,TEX,AL,0.6,45,162,144,23,27,6,2,5,15,2,0,15,43,.188,.272,.361,.633,81,.284,79,52,1,2,0,1,0,7/9HD8,,carteev01
120,Curt Casali,35,SFG,NL,0.3,41,125,108,12,21,3,0,1,8,0,0,13,22,.194,.293,.250,.543,59,.270,73,27,3,2,2,0,0,2,,casalcu01
121,Triston Casas*,24,BOS,AL,0.6,63,243,212,28,51,8,0,13,32,0,1,30,77,.241,.337,.462,.800,120,.340,116,98,6,1,0,0,4,3/HD,,casastr01
122,Nick Castellanos,32,PHI,NL,0.8,162,659,606,80,154,30,4,23,86,6,2,41,139,.254,.311,.431,.742,106,.327,108,261,14,10,0,2,2,*9/D,,casteni01
